PRICING_EFFECTIVE_DATE,PRICING_END_DATE,SALES_CHANNEL_TYPE,CUSTOMER_TYPE_CODE,ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
2019-08-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,120111,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2016,7.14153E+11,0.75,1,13,1500,NA
2019-08-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,130529,LE PETIT MOUTON 2016,7.14153E+11,0.75,1,13,375,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,220459,PINOT GRIGIO - LINDEMANS BIN 85,12354087828,0.75,1,12.5,13.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,253562,OLD YALE BREWING - PINEAPPLE COCONUT GOLDEN ALE TALL CAN,8.7883E+11,0.473,4,5,16.79,NA
2020-01-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,270637,CHATEAU COS D'ESTOURNEL 2006,6.2699E+11,0.75,1,13,205.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,292730,SOJU - JINRO,6.0578E+11,0.375,1,16,8.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Liqueurs,Other Liqueurs,CANADA,35264,MCGUINNESS - BLUE CURACAO,48415540124,0.375,1,15,9.49,NA
2021-06-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,96993,FRONSAC - CHATEAU DE LA DAUPHINE 2018,3.60905E+12,0.75,1,13,50,NA
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97921,PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE ROUGE 2018,,0.75,1,13,125,NA
2021-08-08 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,133994,GRAVES - CLOS FLORIDENE ROUGE 2018,,0.75,1,13,45,NA
2023-10-08 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - Other,Canada - Other White Wine,CANADA,193995,THIRTY BENCH - RIESLING SMALL LOT STEEL POST 14,48162011274,0.75,1,10.6,38.99,1
2023-10-22 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,330633,CHATEAU DE LAUBADE - 1984 BAS ARMAGNAC,6.59651E+11,0.7,1,40,210,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362181,ST EMILION - CHATEAU DE FERRAND 2020,3.60905E+12,0.75,1,12.5,75,NA
2022-08-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,390796,GRAVES - CLOS FLORIDENE ROUGE 2019,3.60905E+12,0.75,1,14.5,45,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,422582,CHABLIS - MAISON PIUZE DECOUVERTE,3.77E+12,0.75,1,12,38.97,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,486462,MACALLAN - A NIGHT ON EARTH THE JOURNEY,8.12066E+11,0.75,1,43,234.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,605063,BUFFALO TRACE KENTUCKY BOURBON,80244009236,0.75,1,45,44.99,NA
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Fruit Liqueurs,CANADA,613331,MCGUINNESS PEACH SCHNAPPS,48415448529,0.75,1,15,21.49,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Prosecco Wine,ITALY,42215,PERLAGE - PROSECCO ROSE AFRA EXTRA DRY 2019,8.01796E+12,0.75,1,11,19.97,2
2021-05-08 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,59111,SAVIGNY LES BEAUNE - CHANDON DE BRIAILLES SAUCOURS CHARDONNA,3.7601E+12,0.75,1,13.5,76.99,0
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97849,PAUILLAC - CHATEAU PICHON COMTESSE DE LALANDE 2018,,0.75,1,13,380,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,136628,MONTEPULCIANO D'ABRUZZO - TIBERIO 2021,8.03292E+12,0.75,1,14,26.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,143479,MAKER'S MARK,85246502280,0.375,1,45,23.49,NA
2020-07-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,150847,CHATEAU PETRUS 2009,3.70059E+12,0.75,1,13,7700,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,242081,CABERNET SAUVIGNON - STAG'S LEAP ARTEMIS NAPA,88593700040,0.75,1,15,95.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,242581,SICILY FRAPPATO - GORGHI TONDI DUME ORGANIC,8.03317E+12,0.75,1,13,34.99,0
2023-06-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,276568,CHARDONNAY - ASTROLABE PROVINCE MARLBOROUGH,9.42102E+12,0.75,1,13,28.97,0
2023-09-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Flavoured Gin,UNITED KINGDOM,382505,FOREST - EARL GREY GIN,5.06066E+12,0.7,1,39.5,124.99,NA
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,384628,PAYS D'OC CABERNET MERLOT - ARROGANT FROG,3.76004E+12,0.75,1,13.5,15.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,GERMANY,416867,JAGERMEISTER,4.0677E+12,1.14,1,35,52.99,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,419625,PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE ROUGE 2020,3.41947E+12,0.75,1,13,120,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Blanco/Silver Tequila,MEXICO,424695,PATRON - GIFTPACK,7.21733E+11,0.05,3,40,35.99,NA
2023-03-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,451989,ZINFANDEL - BIG HOUSE CARDINAL,7.69434E+11,0.75,1,14,12.99,1
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,494002,YELLOW DOG BREWING - CHASE MY TAIL PALE ALE CAN,6.96852E+11,0.355,12,5.2,27.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,508044,CABERNET SAUVIGNON - CK MONDAVI,86012500936,0.75,1,13.5,12.99,0
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,604843,TOSCANA - SETTE PONTI ORENO 2019,8.03301E+12,0.75,1,14,115.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,821686,BAROLO - AZELIA BRICCO FIASCO 2018,8.0328E+12,0.75,1,14.5,169.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,842484,CHATEAU MARGAUX 1995,3.41947E+12,0.75,1,13.5,2050,0
2021-08-08 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,50085,BORDEAUX - CHATEAU CROIX MOUTON 2018,3.76007E+12,0.75,1,13,32,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,59108,CORTON CLOS DU ROI GRAND CRU - CHANDON DE BRIAILLES 2017,3.7601E+12,0.75,1,13,295.99,0
2021-07-14 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97179,ST EMILION - CHATEAU LA GAFFELIERE 2018,3.60905E+12,0.75,1,13,180,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,125617,CALIFORNIA RED - APOTHIC WINEMAKERS BLEND,85000017746,0.75,1,13.1,17.99,2
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,143373,PAUILLAC - CHATEAU GRAND PUY LACOSTE 2018,,0.75,1,13,190,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,158723,MEURSAULT - ANTOINE JOBARD 2020,97985158840,0.75,1,13,249.99,0
2023-07-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,188144,MERCUREY - DOMAINE FAIVELEY LA FRAMBOISIERE MONOPOLE 2021,3.351E+12,0.75,1,13,87.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,470164,MACNAIR'S - 21 YO LUM REEK BLENDED MALT WHISKY,5.06057E+12,0.7,1,56.8,268.99,NA
2023-10-21 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,527994,WILD TURKEY - KENTUCKY SPIRIT SINGLE BARREL,7.2106E+11,0.75,1,50.5,88.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,561175,CEDARCREEK - PINOT GRIS 2021,7.78913E+11,0.75,1,13,24.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,611368,CHATEAU MARGAUX 2000,6.2699E+11,0.75,1,13,2750,0
2021-02-12 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,678953,MONTRACHET GRAND CRU- DOMAINE JACQUES PRIEUR 2018,3.76016E+12,0.75,1,13.5,1200,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Other Country Wine,Other Country Fruit and Dessert Wine,KOREA - SOUTH,783555,BOKBUNJA-UM BLACK RASPBERRY,8.8092E+12,0.375,1,14,12.99,0
2023-03-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,6935,PUGLIA NERO DI TROIA - TORRE VENTO TORRE DEL FALCO,8.01539E+12,0.75,1,13,19.99,0
2022-05-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,46686,GLENFARCLAS - FAMILY CASK 1982 W17 CASK 4565,5.01807E+12,0.7,1,52.4,2900,NA
2021-01-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,54861,MERSAULT - 1ER CRU GOUTTE D'OR HENRI DARNAT 2017,3.76016E+12,0.75,1,13,99.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Prosecco Wine,ITALY,58444,ASTORIA - EXTRA DRY PROSECCO ROSE,6.70814E+11,0.75,1,11,16.97,1
2022-10-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,60313,PESSAC LEOGNAN - CHATEAU HAUT BRION ROUGE 2019,,0.75,1,13,1500,NA
2021-06-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,98064,ST ESTEPHE - CHATEAU LAFON ROCHET 2018,,0.75,1,12.5,110,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,142477,MACALLAN - DOUBLE CASK 15 YEAR OLD,5.01031E+12,0.75,1,43,299.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,183512,BLUE MOON - WHITE TALL CAN,56327013742,0.473,4,5.45,12.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,211210,TOSCANA - GAJA CAMARCANDA PROMIS 2018,8.03264E+12,0.75,1,14,67.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Fortified Wine,Sherry Wine,SPAIN,215509,HARVEY'S - BRISTOL CREAM,5.01028E+12,1,1,17.5,24.99,10
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Flavoured Tequila,MEXICO,243782,1800 - COCONUT,8.11538E+11,0.75,1,35,42.99,NA
2023-08-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362429,ST EMILION - CHATEAU GRAND MAYNE 2020,3.60905E+12,0.75,1,12.5,100,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,376848,CABERNET SAUVIGNON - CONO SUR BICICLETA,89419418040,0.75,1,13.5,10.99,0
2023-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,382179,PAUILLAC - LE PETIT MOUTON ROTHSCHILD 2020,7.14153E+11,0.75,1,13,550,NA
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,MEXICO,388105,CAZADORES - MARGARITA RTD CAN,80480987022,0.355,4,5.9,15.79,NA
2023-01-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,395026,VOLNAY - MARK HAISMA LA CAVE,8.37983E+12,0.75,1,12.5,99.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Whisky,Flavoured Whisky,UNITED STATES OF AMERICA,445765,REVEL STOKE - SON OF A PEACH,87116004016,0.75,1,35,25.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Gold Tequila,MEXICO,545772,CLASE AZUL - ANEJO,81240120758,0.75,1,40,910.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,608182,CABERNET SAUVIGNON - PIRRAMIMMA MCLAREN VALE 2018,9.31579E+12,0.75,1,14.5,25.99,0
2022-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,639633,QUAILS GATE - MERLOT,7.78856E+11,0.75,1,14,34.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,929620,COORS LIGHT - CAN,56327183278,0.355,15,4,29.49,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Cognac,FRANCE,4101,REMY MARTIN - V.S.O.P. FINE CHAMPAGNE,87236001162,0.75,1,40,108.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,111958,COORS ORIGINAL - CAN,56327014527,0.355,24,5,42.99,NA
2019-08-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,114339,CLOS FOURTET 2016,,0.75,1,13,250,NA
2020-08-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,121726,ST EMILION - CHATEAU QUINTUS ROUGE 2017,6.2699E+11,0.75,1,15,280,NA
2021-08-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,123062,ST ESTEPHE - CHATEAU MONTROSE 2018,,0.75,1,13,380,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,138503,SAUVIGNON BLANC - ASTROLABE PROVINCE MARLBOROUGH 2022,9.42102E+12,0.75,1,13.5,26.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,164448,CAFFO - VECCHIO AMARO DEL CAPO,8.12482E+11,0.75,1,35,41.99,NA
2023-11-08 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,307672,OLE COCKTAIL CO - OLE TEQUILA VARIETY PACK CAN,6.28942E+11,0.355,15,5.2,49.79,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,308510,CHIANTI CLASSICO - ROCCA DELLE MACIE 2020,8.00231E+12,0.75,1,13,21.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,340380,SAUVIGNON BLANC - TWO OCEANS,6.0015E+12,0.75,1,11.5,13.99,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,371685,ST EMILION - CHATEAU PEYMOUTON 2020,3.32816E+12,0.75,1,13,50,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,374932,CABERNET SAUVIGNON - DAOU SOUL OF A LION,8.50008E+11,0.75,1,15,229.99,0
2023-08-12 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,382080,PESSAC LEOGNAN - CHATEAU PAPE CLEMENT ROUGE 2020,,0.75,1,13,225,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,418690,SAINT AUBIN SUR LE SENTIER DU CLOU - DOMAINE ANTOINE JOBARD,97985158864,0.75,1,13,249.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Red Wine,SPAIN,421680,RIOJA - ANCIANO NO.5 CRIANZA,5.06011E+12,0.75,1,13,16.99,0
2023-06-04 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,455298,THE DALMORE - PRINCIPAL COLLECTION 18 YEAR OLD,5.01397E+12,0.7,1,43,550,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,746883,BACKYARD VINEYARDS - NOSEY NEIGHBOUR RED 2018,6.2699E+11,0.75,1,13.9,14.99,1
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,White Rum,CANADA,6932,LAMB'S - WHITE,48415510820,1.14,1,40,34.49,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,62235,ALENTEJANO - CASA SANTOS LIMA QUID PRO QUO,5.60442E+12,0.75,1,14,15.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,133973,ST JULIEN - LA CROIX DUCRU BEAUCAILLOU 2018,3.7014E+12,0.75,1,13,100,NA
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,142930,CABERNET SAUVIGNON MALBEC - ESTANCIA MENDOZA RECRI,7.79031E+12,0.75,1,13,9.97,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,153630,PESSAC LEOGNAN - CHATEAU OLIVIER BLANC 2017,3.76007E+12,0.75,1,13,55,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,267658,GLEN GRANT RARE VINTAGE 1950 - GORDON AND MACPHAIL,5.02061E+12,0.7,1,40,7950,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362605,POMEROL - CHATEAU PETIT VILLAGE 2020,3.76028E+12,0.75,1,13,225,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362614,ST EMILION - CHATEAU PAVIE MACQUIN 2020,3.41947E+12,0.75,1,13,175,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,371813,ST EMILION - CHATEAU CANON LA GAFFELIERE 2020,,0.75,1,13,180,NA
2023-03-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,South Africa Wine,South Africa Fruit and Dessert Wine,SOUTH AFRICA,425965,VIN DE CONSTANCE - KLEIN CONSTANTIA 2019,6.96852E+11,0.5,1,14,105.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,447894,MEURSAULT - JEAN MARC BOILLOT 2020,3.76016E+12,0.75,1,13,105.97,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,467650,PULIGNY MONTRACHET 1ER - FAIVELEY LES FOLATIERES 2020,3.351E+12,0.75,1,12.5,219.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Germany Wine,Germany White Wine,GERMANY,501080,RIESLING - BEND IN THE RIVER,7.85859E+11,0.75,1,11.5,12.99,1
2022-06-05 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,590554,GLENFIDDICH - 30 YEAR OLD,5.01033E+12,0.75,1,43,1600,NA
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,600031,CHATEAU TROPLONG MONDOT 2014,,0.75,1,13,175,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,943639,CHATEAU LEOVILLE POYFERRE 2013,,0.75,1,13,119,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,90504,POMEROL - CHATEAU PLINCE 2018,3.32816E+12,0.75,1,13,85,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Fruit Liqueurs,CANADA,95941,SHERINGHAM DISTILLERY - RHUBARB LIQUEUR,6.2699E+11,0.75,1,25,44.49,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,98809,GLEN GRANT PRIVATE COLLECTION 1965 - GORDON AND MACPHAIL,5.02061E+12,0.7,1,47.4,11650,NA
2021-10-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,130727,BAROLO - RENATO RATTI MARCENASCO 2017,8.02936E+12,1.5,1,14,169.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,182055,CABERNET SAUVIGNON - LOS VASCOS CROMAS GRAN RESERVA,7.80436E+12,0.75,1,14,29.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,186588,MALBEC - FINCA SOPHENIA ALTOSUR UCO VALLEY 2021,8.71738E+11,0.75,1,14,21.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,205269,CHIANTI RUFINA - FATTORIA SELVAPIANA VIGNETO ERCHI,8.02868E+12,0.75,1,14,109.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,238162,COTES DU RHONE - JL CHAVE SELECTION MON COEUR 2020,3.76005E+12,0.75,1,14,30.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Vodka,Straight Vodka,SWEDEN,305888,ABSOLUT,8.35229E+11,1.75,1,40,58.49,NA
2023-08-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,367055,ARMAGNAC DE MONTAL - 1974 ARMAGNAC,3.28862E+12,0.7,1,40,235.99,NA
2022-11-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,390945,ST EMILION - CHATEAU FLEUR CARDINALE 2019,6.96852E+11,0.75,1,12.5,100,NA
2022-10-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,402947,TOURAINE COT - DOMAINE MERIEAU CENT VISAGES,3.77002E+12,0.75,1,14.5,33.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,484618,MALBEC - TRIVENTO RESERVE,7.79804E+12,0.75,1,13.5,14.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,650036,CHATEAU HAUT BERGEY BLANC 2015,6.2699E+11,0.75,1,13,65,NA
2017-09-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,744250,CHATEAU FONTENIL 2014,3.76014E+12,0.75,1,13,46,NA
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,914051,LABATT - GENUINE LAGER CAN,62067310409,0.355,24,5,39.79,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,923318,MOLSON - CANADIAN CAN,56327073272,0.355,15,5,27.49,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,9330,BASK - PINOT NOIR,63657042045,0.75,1,13,12.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,48926,CORTONS LES RENARDES - THIBAULT LIGER BELAIR 2011,7.95898E+11,0.75,1,14,165.99,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,52811,BLANTON'S - ORIGINAL,80244002039,0.75,1,46.5,109.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58923,NAPA VALLEY RED - OPUS ONE 2005,6.2699E+11,0.75,1,14,830,NA
